month,day,y_mean,y_std,x_mean,x_std,seaice_extent_mean,seaice_extent_std,month_day
12,19,1900000.0,346337.77,-2912500.0,310244.35,20718.33,107041.26,12-19
12,20,1900000.0,346337.77,-2912500.0,310244.35,22061.87,110323.19,12-20
12,21,1900000.0,346337.77,-2912500.0,310244.35,23729.71,114244.27,12-21
12,22,1900000.0,346337.77,-2912500.0,310244.35,26741.09,120944.36,12-22
12,23,1900000.0,346337.77,-2912500.0,310244.35,25490.21,118216.68,12-23
12,24,1900000.0,346337.77,-2912500.0,310244.35,26555.78,120544.97,12-24
12,25,1900000.0,346337.77,-2912500.0,310244.35,28038.31,123696.2,12-25
12,26,1900000.0,346337.77,-2912500.0,310244.35,29289.19,126280.36,12-26
12,27,1900000.0,346337.77,-2912500.0,310244.35,31049.69,129809.8,12-27
12,28,1900000.0,346337.77,-2912500.0,310244.35,31235.01,130174.37,12-28
12,29,1900000.0,346337.77,-2912500.0,310244.35,32096.73,131852.95,12-29
12,30,1900000.0,346337.77,-2912500.0,310244.35,32884.32,133363.79,12-30
12,31,1900000.0,346337.77,-2912500.0,310244.35,34246.39,135926.26,12-31
