time,seaice_extent
2024-04-27,511126.856559928
2024-04-28,511126.856559928
2024-04-29,511126.856559928
2024-04-30,511126.856559928
2024-05-01,511126.856559928
2024-05-02,511126.856559928
2024-05-03,511126.856559928
2024-05-04,511126.856559928
2024-05-05,511126.856559928
2024-05-06,511126.856559928
2024-05-07,511126.856559928
2024-05-08,511126.856559928
2024-05-09,511126.856559928
2024-05-10,511126.856559928
2024-05-11,511126.856559928
2024-05-12,511126.856559928
2024-05-13,511126.856559928
2024-05-14,511126.856559928
2024-05-15,511126.856559928
2024-05-16,511126.856559928
2024-05-17,511126.856559928
2024-05-18,511126.856559928
2024-05-19,511126.856559928
2024-05-20,511126.856559928
2024-05-21,511126.856559928
2024-05-22,508003.64980814175
2024-05-23,502399.1079168834
2024-05-24,500522.9038096676
2024-05-25,495536.7496560972
2024-05-26,491810.9847634216
2024-05-27,494312.29990203236
2024-05-28,489324.2672083559
2024-05-29,488689.11873464944
2024-05-30,488068.02288248745
2024-05-31,491185.6677148384
2024-06-01,486824.6167669464
2024-06-02,491194.9193978588
2024-06-03,494322.3227110919
2024-06-04,495569.47364561405
2024-06-05,486374.79822940135
2024-06-06,478380.08548805455
2024-06-07,482056.7523177425
2024-06-08,480794.3501269958
2024-06-09,473976.99098552496
2024-06-10,470257.0509777516
2024-06-11,470803.39390641096
2024-06-12,474454.79664277716
2024-06-13,471286.0398814834
2024-06-14,476897.7126922718
2024-06-15,476920.1437658056
2024-06-16,461524.03667478863
2024-06-17,465283.07895585225
2024-06-18,467155.1519614903
2024-06-19,463429.0077540396
2024-06-20,456634.37022839196
2024-06-21,455431.1666199388
2024-06-22,451715.6438383821
2024-06-23,444896.45482307556
2024-06-24,443041.4157194348
2024-06-25,439338.63183181296
2024-06-26,417614.3811092476
2024-06-27,415727.5030511914
2024-06-28,403353.9944796577
2024-06-29,407666.5513688739
2024-06-30,410238.9352197397
2024-07-01,410879.3360505607
2024-07-02,402207.8834422024
2024-07-03,409646.2704019598
2024-07-04,400401.32225560857
2024-07-05,394817.56213359704
2024-07-06,405390.43748920585
2024-07-07,407129.0271557945
2024-07-08,404014.1490830666
2024-07-09,404705.8977284551
2024-07-10,399031.0224596896
2024-07-11,374657.7035893905
2024-07-12,357601.17129478196
